,datetime,open,high,low,close,volume
0,2023-01-01 05:30:00,16541.77,16628.0,16499.01,16616.75,96925.41374
1,2023-01-02 05:30:00,16617.17,16799.23,16548.7,16672.87,121888.57191
2,2023-01-03 05:30:00,16672.78,16778.4,16605.28,16675.18,159541.53733
3,2023-01-04 05:30:00,16675.65,16991.87,16652.66,16850.36,220362.18862
4,2023-01-05 05:30:00,16850.36,16879.82,16753.0,16831.85,163473.56641
5,2023-01-06 05:30:00,16831.85,17041.0,16679.0,16950.65,207401.28415
6,2023-01-07 05:30:00,16950.31,16981.91,16908.0,16943.57,104526.5688
7,2023-01-08 05:30:00,16943.83,17176.99,16911.0,17127.83,135155.89695
8,2023-01-09 05:30:00,17127.83,17398.8,17104.66,17178.26,266211.52723
9,2023-01-10 05:30:00,17179.04,17499.0,17146.34,17440.66,221382.42581
10,2023-01-11 05:30:00,17440.64,18000.0,17315.6,17943.26,262221.60653
11,2023-01-12 05:30:00,17943.26,19117.04,17892.05,18846.62,454568.32178
12,2023-01-13 05:30:00,18846.62,20000.0,18714.12,19930.01,368615.87823
13,2023-01-14 05:30:00,19930.01,21258.0,19888.05,20954.92,393913.74951
14,2023-01-15 05:30:00,20952.76,21050.74,20551.01,20871.5,178542.22549
15,2023-01-16 05:30:00,20872.99,21474.05,20611.48,21185.65,293078.08262
16,2023-01-17 05:30:00,21185.65,21647.45,20841.31,21134.81,275407.74409
17,2023-01-18 05:30:00,21132.29,21650.0,20407.15,20677.47,350916.01949
18,2023-01-19 05:30:00,20677.47,21192.0,20659.19,21071.59,251385.84925
19,2023-01-20 05:30:00,21071.59,22755.93,20861.28,22667.21,338079.13659
20,2023-01-21 05:30:00,22666.0,23371.8,22422.0,22783.55,346445.48432
21,2023-01-22 05:30:00,22783.35,23078.71,22292.37,22707.88,253577.75286
22,2023-01-23 05:30:00,22706.02,23180.0,22500.0,22916.45,293588.37938
23,2023-01-24 05:30:00,22917.81,23162.2,22462.93,22632.89,293158.78254
24,2023-01-25 05:30:00,22631.94,23816.73,22300.0,23060.94,346042.83223
25,2023-01-26 05:30:00,23060.42,23282.47,22850.01,23009.65,288924.43581
26,2023-01-27 05:30:00,23009.65,23500.0,22534.88,23074.16,280833.86315
27,2023-01-28 05:30:00,23074.16,23189.0,22878.46,23022.6,148115.71085
28,2023-01-29 05:30:00,23021.4,23960.54,22967.76,23742.3,295688.79204
29,2023-01-30 05:30:00,23743.37,23800.51,22500.0,22826.15,302405.90121
30,2023-01-31 05:30:00,22827.38,23320.0,22714.77,23125.13,264649.34909
31,2023-02-01 05:30:00,23125.13,23812.66,22760.23,23732.66,310790.42271
32,2023-02-02 05:30:00,23731.41,24255.0,23363.27,23488.94,364177.20751
33,2023-02-03 05:30:00,23489.33,23715.7,23204.62,23431.9,332571.02904
34,2023-02-04 05:30:00,23431.9,23587.78,23253.96,23326.84,166126.47295
35,2023-02-05 05:30:00,23327.66,23433.33,22743.0,22932.91,209251.33917
36,2023-02-06 05:30:00,22932.91,23158.25,22628.13,22762.52,265371.6069
37,2023-02-07 05:30:00,22762.52,23350.25,22745.78,23240.46,308006.72482
38,2023-02-08 05:30:00,23242.42,23452.0,22665.85,22963.0,280056.30717
39,2023-02-09 05:30:00,22961.85,23011.39,21688.0,21796.35,402894.6955
40,2023-02-10 05:30:00,21797.83,21938.16,21451.0,21625.19,338591.94247
41,2023-02-11 05:30:00,21625.19,21906.32,21599.78,21862.55,177021.58433
42,2023-02-12 05:30:00,21862.02,22090.0,21630.0,21783.54,204435.65163
43,2023-02-13 05:30:00,21782.37,21894.99,21351.07,21773.97,295730.76791
44,2023-02-14 05:30:00,21774.63,22319.08,21532.77,22199.84,361958.40109
45,2023-02-15 05:30:00,22199.84,24380.0,22047.28,24324.05,375669.16111
46,2023-02-16 05:30:00,24322.87,25250.0,23505.25,23517.72,450080.68366
47,2023-02-17 05:30:00,23517.72,25021.11,23339.37,24569.97,496813.21376
48,2023-02-18 05:30:00,24568.24,24877.0,24430.0,24631.95,216917.25213
49,2023-02-19 05:30:00,24632.05,25192.0,24192.57,24271.76,300395.99542
50,2023-02-20 05:30:00,24272.51,25121.23,23840.83,24842.2,346938.56997
51,2023-02-21 05:30:00,24843.89,25250.0,24148.34,24452.16,376000.82868
52,2023-02-22 05:30:00,24450.67,24476.05,23574.69,24182.21,379425.75365
53,2023-02-23 05:30:00,24182.21,24599.59,23608.0,23940.2,398400.45437
54,2023-02-24 05:30:00,23940.2,24132.35,22841.19,23185.29,343582.57453
55,2023-02-25 05:30:00,23184.04,23219.13,22722.0,23157.07,191311.8101
56,2023-02-26 05:30:00,23157.07,23689.99,23059.18,23554.85,202323.73623
57,2023-02-27 05:30:00,23554.85,23897.99,23106.77,23492.09,283706.0859
58,2023-02-28 05:30:00,23492.09,23600.0,23020.97,23141.57,264140.99894
59,2023-03-01 05:30:00,23141.57,24000.0,23020.03,23628.97,315287.41737
60,2023-03-02 05:30:00,23629.76,23796.93,23195.9,23465.32,239315.45219
61,2023-03-03 05:30:00,23465.32,23476.95,21971.13,22354.34,319954.19785
62,2023-03-04 05:30:00,22354.34,22410.0,22157.08,22346.57,121257.38132
63,2023-03-05 05:30:00,22346.57,22662.09,22189.22,22430.24,154841.75786
64,2023-03-06 05:30:00,22430.24,22602.19,22258.0,22410.0,203751.82957
65,2023-03-07 05:30:00,22409.41,22557.91,21927.0,22197.96,292519.80912
66,2023-03-08 05:30:00,22198.56,22287.0,21580.0,21705.44,301460.57272
67,2023-03-09 05:30:00,21704.37,21834.99,20042.72,20362.22,443658.28584
68,2023-03-10 05:30:00,20362.21,20367.78,19549.09,20150.69,618456.4671
69,2023-03-11 05:30:00,20150.69,20686.51,19765.03,20455.73,427831.82133
70,2023-03-12 05:30:00,20455.73,22150.0,20270.6,21997.11,430944.94288
71,2023-03-13 05:30:00,21998.05,24500.0,21813.88,24113.48,687889.31259
72,2023-03-14 05:30:00,24112.27,26386.87,23976.42,24670.41,699360.93423
73,2023-03-15 05:30:00,24670.41,25196.97,23896.95,24285.66,581450.72984
74,2023-03-16 05:30:00,24285.66,25167.4,24123.0,24998.78,439421.32998
75,2023-03-17 05:30:00,24998.78,27756.84,24890.0,27395.13,624460.68091
76,2023-03-18 05:30:00,27395.13,27724.85,26578.0,26907.49,371238.97174
77,2023-03-19 05:30:00,26907.49,28390.1,26827.22,27972.87,372066.99054
78,2023-03-20 05:30:00,27972.87,28472.0,27124.47,27717.01,477378.23373
79,2023-03-21 05:30:00,27717.01,28438.55,27303.1,28105.47,420929.7422
80,2023-03-22 05:30:00,28107.81,28868.05,26601.8,27250.97,224113.41296
81,2023-03-23 05:30:00,27250.97,28750.0,27105.0,28295.41,128649.60818
82,2023-03-24 05:30:00,28295.42,28374.3,27000.0,27454.47,86242.06544
83,2023-03-25 05:30:00,27454.46,27787.33,27156.09,27462.95,50844.08102
84,2023-03-26 05:30:00,27462.96,28194.4,27417.76,27968.05,49671.70353
85,2023-03-27 05:30:00,27968.05,28023.86,26508.14,27124.91,88039.46898
86,2023-03-28 05:30:00,27124.9,27520.0,26631.78,27261.07,78602.44341
87,2023-03-29 05:30:00,27261.06,28650.0,27240.1,28348.6,89486.16008
88,2023-03-30 05:30:00,28348.6,29184.68,27686.0,28028.53,98865.43256
89,2023-03-31 05:30:00,28028.53,28656.69,27511.71,28465.36,78198.12139
90,2023-04-01 05:30:00,28465.36,28819.71,28220.27,28452.73,30238.44753
91,2023-04-02 05:30:00,28452.74,28530.0,27856.43,28171.87,37365.65692
92,2023-04-03 05:30:00,28171.87,28500.99,27200.24,27800.0,79180.01405
93,2023-04-04 05:30:00,27800.0,28444.44,27662.79,28165.47,49722.55691
94,2023-04-05 05:30:00,28165.47,28775.0,27805.1,28170.01,60737.64732
95,2023-04-06 05:30:00,28170.01,28182.05,27711.0,28033.82,40118.94963
96,2023-04-07 05:30:00,28033.83,28100.0,27766.94,27906.33,24762.09387
97,2023-04-08 05:30:00,27906.34,28154.99,27859.02,27938.38,19479.96735
98,2023-04-09 05:30:00,27938.38,28530.0,27800.0,28323.76,32531.16101
99,2023-04-10 05:30:00,28323.76,29770.0,28170.0,29637.34,67754.0622
100,2023-04-11 05:30:00,29637.35,30550.0,29590.0,30200.42,67990.07621
101,2023-04-12 05:30:00,30200.43,30486.0,29637.4,29888.07,62049.48451
102,2023-04-13 05:30:00,29888.07,30595.0,29854.59,30373.84,51934.11731
103,2023-04-14 05:30:00,30373.84,31000.0,29966.0,30466.93,75984.19452
104,2023-04-15 05:30:00,30466.93,30595.6,30202.0,30295.09,25429.81247
105,2023-04-16 05:30:00,30295.1,30549.99,30120.0,30304.65,26431.99322
106,2023-04-17 05:30:00,30304.66,30316.06,29240.65,29430.27,56441.81127
107,2023-04-18 05:30:00,29430.27,30485.0,29096.78,30380.01,62004.89434
108,2023-04-19 05:30:00,30380.01,30413.53,28520.0,28797.1,86575.48656
109,2023-04-20 05:30:00,28797.1,29088.3,28010.0,28243.65,76879.09372
110,2023-04-21 05:30:00,28243.65,28374.02,27125.0,27262.84,77684.7679
111,2023-04-22 05:30:00,27262.84,27882.72,27140.35,27816.85,36023.69686
112,2023-04-23 05:30:00,27816.85,27816.85,27311.25,27590.6,34812.09581
113,2023-04-24 05:30:00,27590.59,28000.0,26942.82,27510.93,53111.56874
114,2023-04-25 05:30:00,27510.93,28399.99,27192.0,28300.79,52325.14637
115,2023-04-26 05:30:00,28300.8,30036.0,27235.0,28415.29,129228.40403
116,2023-04-27 05:30:00,28415.29,29890.0,28378.86,29472.77,95430.82431
117,2023-04-28 05:30:00,29472.77,29599.54,28891.0,29311.7,54298.16578
118,2023-04-29 05:30:00,29311.69,29448.88,29031.0,29230.45,20466.83058
119,2023-04-30 05:30:00,29230.45,29969.39,29079.59,29233.21,39752.5372
120,2023-05-01 05:30:00,29233.2,29337.34,27666.95,28068.26,64433.65958
121,2023-05-02 05:30:00,28068.26,28879.88,27872.0,28669.86,50824.5224
122,2023-05-03 05:30:00,28669.85,29266.66,28113.69,29026.16,64615.79213
123,2023-05-04 05:30:00,29026.16,29379.83,28663.64,28838.16,42575.47501
124,2023-05-05 05:30:00,28838.16,29677.0,28800.0,29505.61,58415.83048
125,2023-05-06 05:30:00,29505.6,29820.0,28300.0,28848.2,49249.28459
126,2023-05-07 05:30:00,28848.19,29138.29,28395.23,28430.1,30003.41028
127,2023-05-08 05:30:00,28430.09,28631.01,27262.0,27668.79,68244.36179
128,2023-05-09 05:30:00,27668.8,27818.0,27353.0,27628.27,40113.31069
129,2023-05-10 05:30:00,27628.28,28331.42,26777.0,27598.75,71155.11355
130,2023-05-11 05:30:00,27598.74,27630.14,26702.05,26968.62,47635.31365
131,2023-05-12 05:30:00,26968.61,27091.12,25811.46,26795.01,67207.93494
132,2023-05-13 05:30:00,26795.01,27045.45,26692.03,26775.28,22814.90421
133,2023-05-14 05:30:00,26775.27,27200.0,26560.53,26917.62,21594.8036
134,2023-05-15 05:30:00,26917.61,27663.59,26726.0,27162.14,40430.08333
135,2023-05-16 05:30:00,27162.15,27296.89,26852.11,27033.84,33270.45451
136,2023-05-17 05:30:00,27033.85,27500.0,26544.71,27405.61,42958.97785
137,2023-05-18 05:30:00,27405.62,27485.33,26361.2,26821.28,49198.65143
138,2023-05-19 05:30:00,26821.28,27183.6,26630.0,26880.26,28754.13544
139,2023-05-20 05:30:00,26880.26,27150.0,26825.11,27102.43,14434.54718
140,2023-05-21 05:30:00,27102.42,27277.55,26666.03,26747.78,21347.87279
141,2023-05-22 05:30:00,26747.78,27099.89,26538.21,26849.27,26458.83828
142,2023-05-23 05:30:00,26849.28,27495.83,26798.11,27219.61,38700.83858
143,2023-05-24 05:30:00,27219.61,27219.61,26080.5,26329.01,54393.0657
144,2023-05-25 05:30:00,26329.0,26631.98,25871.89,26473.79,37435.44895
145,2023-05-26 05:30:00,26473.8,26932.16,26327.24,26705.92,35061.18713
146,2023-05-27 05:30:00,26705.93,26895.0,26551.0,26854.27,15095.6867
147,2023-05-28 05:30:00,26854.28,28261.32,26764.36,28065.0,43916.00855
148,2023-05-29 05:30:00,28065.01,28447.14,27524.6,27736.4,42385.41945
149,2023-05-30 05:30:00,27736.39,28038.59,27554.0,27694.4,32686.75371
150,2023-05-31 05:30:00,27694.39,27835.51,26839.01,27210.35,46588.80573
151,2023-06-01 05:30:00,27210.36,27350.0,26605.05,26817.93,39217.8088
152,2023-06-02 05:30:00,26817.93,27300.0,26505.0,27242.59,36380.90269
153,2023-06-03 05:30:00,27242.59,27333.29,26914.93,27069.22,16595.34117
154,2023-06-04 05:30:00,27069.22,27455.02,26951.0,27115.21,19258.41049
155,2023-06-05 05:30:00,27115.2,27129.33,25388.0,25728.2,65805.60305
156,2023-06-06 05:30:00,25728.2,27355.33,25351.02,27230.08,68392.60438
157,2023-06-07 05:30:00,27230.07,27391.77,26125.01,26339.34,59619.44364
158,2023-06-08 05:30:00,26339.34,26810.0,26210.0,26498.61,31075.51083
159,2023-06-09 05:30:00,26498.62,26783.33,26269.91,26477.81,27934.7097
160,2023-06-10 05:30:00,26477.8,26533.87,25358.0,25841.21,64944.60108
161,2023-06-11 05:30:00,25841.22,26206.88,25634.7,25925.55,30014.29595
162,2023-06-12 05:30:00,25925.54,26106.48,25602.11,25905.19,29900.50893
163,2023-06-13 05:30:00,25905.2,26433.21,25712.57,25934.25,41065.60853
164,2023-06-14 05:30:00,25934.24,26098.0,24820.56,25128.6,45077.31608
165,2023-06-15 05:30:00,25128.6,25759.01,24800.0,25598.49,48664.86063
166,2023-06-16 05:30:00,25598.49,26518.0,25175.56,26345.0,51596.91662
167,2023-06-17 05:30:00,26345.01,26839.99,26181.0,26516.99,27842.2195
168,2023-06-18 05:30:00,26516.99,26700.0,26255.85,26339.97,21538.31022
169,2023-06-19 05:30:00,26339.98,27068.09,26256.61,26844.35,35872.65974
170,2023-06-20 05:30:00,26844.35,28402.74,26652.0,28307.99,69666.95525
171,2023-06-21 05:30:00,28308.0,30800.0,28257.99,29993.89,108926.40412
172,2023-06-22 05:30:00,29993.89,30500.0,29525.61,29884.92,59054.5646
173,2023-06-23 05:30:00,29884.92,31431.94,29800.0,30688.5,73931.89635
174,2023-06-24 05:30:00,30688.51,30800.0,30250.0,30527.43,30513.30135
175,2023-06-25 05:30:00,30527.44,31046.01,30277.49,30462.66,30223.44801
176,2023-06-26 05:30:00,30462.67,30666.0,29930.0,30267.99,45180.41489
177,2023-06-27 05:30:00,30267.99,30994.97,30226.17,30692.44,42699.64157
178,2023-06-28 05:30:00,30692.44,30709.74,29858.8,30077.41,40463.51937
179,2023-06-29 05:30:00,30077.4,30843.98,30049.98,30447.31,36330.62903
180,2023-06-30 05:30:00,30447.31,31282.0,29500.0,30472.0,89419.07618
181,2023-07-01 05:30:00,30471.99,30661.6,30320.57,30585.9,17501.75075
